Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location,Trailer
Ararat,2/23/2015,7:00 PM,2/23/2015,9:06 PM,False,http://cinema.cornell.edu/Spring2015/ararat.html,,http://www.youtube.com/watch?v=PmNw_7NoWms
The Rendezvous of Anna,2/25/2015,7:00 PM,2/25/2015,9:07 PM,False,http://cinema.cornell.edu/Spring2015/rendevous_with_anna.html,,http://www.youtube.com/watch?v=RgP-mWOrFkM
Black Moon / Winter,2/26/2015,4:45 PM,2/26/2015,5:05 PM,False,http://cinema.cornell.edu/Spring2015/black_moon.html,,
DDR/DDR,2/26/2015,7:15 PM,2/26/2015,9:30 PM,False,http://cinema.cornell.edu/Spring2015/ddrddr.html,,
The Architects,2/27/2015,4:45 PM,2/27/2015,5:15 PM,False,http://cinema.cornell.edu/Spring2015/architects.html,,
Provenance,2/27/2015,7:00 PM,2/27/2015,7:40 PM,False,http://cinema.cornell.edu/Spring2015/provenance.html,,http://vimeo.com/76025359
Spirited Away,2/27/2015,9:30 PM,2/27/2015,11:35 PM,False,http://cinema.cornell.edu/Spring2015/spirited_away.html,,http://www.youtube.com/watch?v=ByXuk9QqQkk
Song of the Sea,2/28/2015,2:00 PM,2/28/2015,3:33 PM,False,http://cinema.cornell.edu/Spring2015/song_of_the_sea.html,,http://vimeo.com/110186057
Spirited Away,2/28/2015,7:00 PM,2/28/2015,9:05 PM,False,http://cinema.cornell.edu/Spring2015/spirited_away.html,,http://www.youtube.com/watch?v=ByXuk9QqQkk
Superman,2/28/2015,9:35 PM,3/1//2015,12:06 AM,False,http://cinema.cornell.edu/Spring2015/superman.html,,http://www.youtube.com/watch?v=grO4OcJ6cgY
Song of the Sea,3/1/2015,2:00 PM,3/1/2015,3:33 PM,False,http://cinema.cornell.edu/Spring2015/song_of_the_sea.html,,http://vimeo.com/110186057
"Norte, The End of History",3/1/2015,4:30 PM,3/1/2015,8:40 PM,False,http://cinema.cornell.edu/Spring2015/norte_the_end_of_history.html,,http://www.youtube.com/watch?v=h_ouAyOMiRY
Invisible Adversaries,3/3/2015,7:00 PM,3/3/2015,8:52 PM,False,http://cinema.cornell.edu/Spring2015/invisible_adversaries.html,,http://vimeo.com/41461043
Yuri Ancarani Trilogy,3/4/2015,7:00 PM,3/4/2015,8:05 PM,False,http://cinema.cornell.edu/Spring2015/yuri_ancarani_trilogy.html,,http://www.youtube.com/watch?v=du9_Kn2y2VA
Born to Fly: Elizabeth Streb vs. Gravity,3/5/2015,7:00 PM,3/5/2015,8:22 PM,False,http://cinema.cornell.edu/Spring2015/born_to_fly_elizabeth_st.html,,http://vimeo.com/84998946
Top Five,3/5/2015,9:15 PM,3/5/2015,10:56 PM,False,http://cinema.cornell.edu/Spring2015/top_five.html,,http://www.youtube.com/watch?v=wJ0Qhbm3Xj8
Tristana,3/6/2015,7:00 PM,3/6/2015,8:38 PM,False,http://cinema.cornell.edu/Spring2015/tristana.html,,http://www.youtube.com/watch?v=bcW2EKnzXxE
Top Five,3/6/2015,9:15 PM,3/6/2015,10:56 PM,False,http://cinema.cornell.edu/Spring2015/top_five.html,,http://www.youtube.com/watch?v=wJ0Qhbm3Xj8
Winter Sleep,3/7/2015,6:15 PM,3/7/2015,9:31 PM,False,http://cinema.cornell.edu/Spring2015/winter_sleep.html,,http://www.youtube.com/watch?v=SBAa-QtTxxE
Top Five,3/7/2015,10:00 PM,3/7/2015,11:41 PM,False,http://cinema.cornell.edu/Spring2015/top_five.html,,http://www.youtube.com/watch?v=wJ0Qhbm3Xj8
Winter Sleep,3/8/2015,3:15 PM,3/8/2015,6:31 PM,False,http://cinema.cornell.edu/Spring2015/winter_sleep.html,,http://www.youtube.com/watch?v=SBAa-QtTxxE
Top Five,3/8/2015,7:00 PM,3/8/2015,8:41 PM,False,http://cinema.cornell.edu/Spring2015/top_five.html,,http://www.youtube.com/watch?v=wJ0Qhbm3Xj8
Our Daily Bread,3/10/2015,7:00 PM,3/10/2015,8:32 PM,False,http://cinema.cornell.edu/Spring2015/our_daily_bread.html,,http://www.youtube.com/watch?v=hGtv1NqRKMA
Outside,3/11/2015,7:00 PM,3/11/2015,8:26 PM,False,http://cinema.cornell.edu/Spring2015/outside.html,,http://www.youtube.com/watch?v=qtgoSip4Cos
Whiplash,3/12/2015,7:00 PM,3/12/2015,8:47 PM,False,http://cinema.cornell.edu/Spring2015/whiplash.html,,http://www.youtube.com/watch?v=7d_jQycdQGo
Into The Woods,3/12/2015,9:20 PM,3/12/2015,11:24 PM,False,http://cinema.cornell.edu/Spring2015/into_the_woods.html,,http://www.youtube.com/watch?v=2Byk9Is3TjY
Internet Cat Video Festival,3/13/2015,7:00 PM,3/13/2015,8:20 PM,False,http://cinema.cornell.edu/Spring2015/internet_cat_video_film_.html,,
Stray Dogs,3/13/2015,9:15 PM,3/13/2015,11:33 PM,False,http://cinema.cornell.edu/Spring2015/stray_dogs.html,,http://www.youtube.com/watch?v=_xsQfTkvBwg
Into The Woods,3/14/2015,7:00 PM,3/14/2015,9:04 PM,False,http://cinema.cornell.edu/Spring2015/into_the_woods.html,,http://www.youtube.com/watch?v=2Byk9Is3TjY
Whiplash,3/14/2015,9:40 PM,3/14/2015,11:27 PM,False,http://cinema.cornell.edu/Spring2015/whiplash.html,,http://www.youtube.com/watch?v=7d_jQycdQGo
Stray Dogs,3/15/2015,4:00 PM,3/15/2015,6:18 PM,False,http://cinema.cornell.edu/Spring2015/stray_dogs.html,,http://www.youtube.com/watch?v=_xsQfTkvBwg
Into The Woods,3/15/2015,7:00 PM,3/15/2015,9:04 PM,False,http://cinema.cornell.edu/Spring2015/into_the_woods.html,,http://www.youtube.com/watch?v=2Byk9Is3TjY
It For Others,3/18/2015,7:00 PM,3/18/2015,8:32 PM,False,http://cinema.cornell.edu/Spring2015/it_for_others.html,,http://www.youtube.com/watch?v=8PDFVAE0q7g
Dear White People,3/19/2015,7:15 PM,3/19/2015,9:03 PM,False,http://cinema.cornell.edu/Spring2015/dear_white_people.html,,http://www.youtube.com/watch?v=unl0r_txZ4U
Dear White People,3/22/2015,7:00 PM,3/22/2015,8:48 PM,False,http://cinema.cornell.edu/Spring2015/dear_white_people.html,,http://www.youtube.com/watch?v=unl0r_txZ4U
The Edge of Heaven,3/23/2015,7:00 PM,3/23/2015,9:02 PM,False,http://cinema.cornell.edu/Spring2015/edge_of_heaven.html,,http://www.youtube.com/watch?v=i8rhDyhIloM
Actress,3/25/2015,7:00 PM,3/25/2015,8:26 PM,False,http://cinema.cornell.edu/Spring2015/actress.html,,http://vimeo.com/105982840
Monk with a Camera,3/26/2015,7:00 PM,3/26/2015,8:30 PM,False,http://cinema.cornell.edu/Spring2015/monk_with_a_camera.html,,http://www.youtube.com/watch?v=07LL-r-Sqzk
Actress,3/26/2015,9:40 PM,3/26/2015,11:06 PM,False,http://cinema.cornell.edu/Spring2015/actress.html,,http://vimeo.com/105982840
Monk with a Camera,3/27/2015,7:00 PM,3/27/2015,8:30 PM,False,http://cinema.cornell.edu/Spring2015/monk_with_a_camera.html,,http://www.youtube.com/watch?v=07LL-r-Sqzk
The Iron Ministry,4/8/2015,7:00 PM,4/8/2015,8:23 PM,False,http://cinema.cornell.edu/Spring2015/iron_ministry.html,,http://www.youtube.com/watch?v=-NwceoXr44A
Selma,4/9/2015,7:00 PM,4/9/2015,9:02 PM,False,http://cinema.cornell.edu/Spring2015/selma.html,,http://www.youtube.com/watch?v=x6t7vVTxaic
The Imitation Game,4/9/2015,9:40 PM,4/9/2015,11:34 PM,False,http://cinema.cornell.edu/Spring2015/imitation_game.html,,http://www.youtube.com/watch?v=S5CjKEFb-sM
Leviathan,4/10/2015,6:45 PM,4/10/2015,9:06 PM,False,http://cinema.cornell.edu/Spring2015/leviathan.html,,http://www.youtube.com/watch?v=2oo7H25kirk
Selma,4/10/2015,9:40 PM,4/10/2015,11:42 PM,False,http://cinema.cornell.edu/Spring2015/selma.html,,http://www.youtube.com/watch?v=x6t7vVTxaic
Leviathan,4/11/2015,6:45 PM,4/11/2015,9:06 PM,False,http://cinema.cornell.edu/Spring2015/leviathan.html,,http://www.youtube.com/watch?v=2oo7H25kirk
The Imitation Game,4/11/2015,9:40 PM,4/11/2015,11:34 PM,False,http://cinema.cornell.edu/Spring2015/imitation_game.html,,http://www.youtube.com/watch?v=S5CjKEFb-sM
Selma,4/12/2015,4:30 PM,4/12/2015,6:32 PM,False,http://cinema.cornell.edu/Spring2015/selma.html,,http://www.youtube.com/watch?v=x6t7vVTxaic
The Imitation Game,4/12/2015,7:00 PM,4/12/2015,8:54 PM,False,http://cinema.cornell.edu/Spring2015/imitation_game.html,,http://www.youtube.com/watch?v=S5CjKEFb-sM
Our Children,4/13/2015,7:00 PM,4/13/2015,7:00 PM,False,http://cinema.cornell.edu/Spring2015/our_children.html,,
Regarding Susan Sontag,4/14/2015,7:00 PM,4/14/2015,8:40 PM,False,http://cinema.cornell.edu/Spring2015/regarding_susan_sontag.html,,http://www.youtube.com/watch?v=i5H7GJymQns
Let Each One Go Where He May,4/15/2015,7:00 PM,4/15/2015,9:15 PM,False,http://cinema.cornell.edu/Spring2015/let_each_one_go_where_he.html,,http://www.youtube.com/watch?v=S7Lsfo9D2Wc
The Way We Were,4/19/2015,7:00 PM,4/19/2015,8:58 PM,False,http://cinema.cornell.edu/Spring2015/way_we_were.html,,http://www.youtube.com/watch?v=hef39RzemJE
Ex Machina (Sneak Preview),4/19/2015,9:40 PM,4/19/2015,11:28 PM,False,http://cinema.cornell.edu/Spring2015/ex_machina.html,,http://www.youtube.com/watch?v=XYGzRB4Pnq8
112 Weddings,4/20/2015,7:00 PM,4/20/2015,8:35 PM,False,http://cinema.cornell.edu/Spring2015/112_weddings.html,,http://www.youtube.com/watch?v=s4A07vLA-dI
Departures,4/21/2015,8:00 PM,4/21/2015,8:00 PM,False,http://cinema.cornell.edu/Spring2015/departures.html,Sage Chapel,
Episode of the Sea,4/22/2015,7:00 PM,4/22/2015,8:03 PM,False,http://cinema.cornell.edu/Spring2015/episode_of_the_sea.html,,http://www.youtube.com/watch?v=f5DIA98SL5o
Two Shots Fired,4/23/2015,6:45 PM,4/23/2015,8:29 PM,False,http://cinema.cornell.edu/Spring2015/two_shots_fired.html,,http://www.youtube.com/watch?v=p5EBVifNYmo
Inherent Vice,4/23/2015,9:35 PM,4/23/2015,12:03 PM,False,http://cinema.cornell.edu/Spring2015/inherent_vice.html,,http://www.youtube.com/watch?v=OUZgOQ186-A
Cornell Cinema Celebrates Its 45th Anniversary,4/24/2015,3:30 PM,4/24/2015,3:30 PM,False,http://cinema.cornell.edu/Spring2015/cornell_cinema_celebrate.html,,
Connected: The Power of Six Degrees,4/24/2015,4:30 PM,4/24/2015,5:28 PM,False,http://cinema.cornell.edu/Spring2015/connected-the-power-of-six.html,,http://www.youtube.com/watch?v=zK1Cb9qj3qQ
Inherent Vice,4/24/2015,9:30 PM,4/24/2015,11:58 PM,False,http://cinema.cornell.edu/Spring2015/inherent_vice.html,,http://www.youtube.com/watch?v=OUZgOQ186-A
Cornell Cinema Celebrates Its 45th Anniversary,4/25/2015,2:00 PM,4/25/2015,2:00 PM,False,http://cinema.cornell.edu/Spring2015/cornell_cinema_celebrate.html,,
Inherent Vice,4/25/2015,7:30 PM,4/25/2015,9:58 PM,False,http://cinema.cornell.edu/Spring2015/inherent_vice.html,,http://www.youtube.com/watch?v=OUZgOQ186-A
Inherent Vice,4/26/2015,7:00 PM,4/26/2015,9:28 PM,False,http://cinema.cornell.edu/Spring2015/inherent_vice.html,,http://www.youtube.com/watch?v=OUZgOQ186-A
Persepolis,4/27/2015,7:00 PM,4/27/2015,8:34 PM,False,http://cinema.cornell.edu/Spring2015/persepolis.html,,http://vimeo.com/392358
Maidan,4/28/2015,7:00 PM,4/28/2015,9:13 PM,False,http://cinema.cornell.edu/Spring2015/maidan.html,,http://www.youtube.com/watch?v=JrZAnlIgZpg
Citizenfour,4/29/2015,7:00 PM,4/29/2015,8:54 PM,False,http://cinema.cornell.edu/Spring2015/citizenfour.html,,http://www.youtube.com/watch?v=XiGwAvd5mvM
Citizenfour,4/30/2015,7:00 PM,4/30/2015,8:54 PM,False,http://cinema.cornell.edu/Spring2015/citizenfour.html,,http://www.youtube.com/watch?v=XiGwAvd5mvM
What We Do in the Shadows,4/30/2015,9:30 PM,4/30/2015,10:56 PM,False,http://cinema.cornell.edu/Spring2015/what_we_do_in_the_shadows.html,,http://www.youtube.com/watch?v=Cv568AzZ-i8
Birdman,5/1/2015,7:00 PM,5/1/2015,8:59 PM,False,http://cinema.cornell.edu/Spring2015/birdman(may).html,,http://www.youtube.com/watch?v=uJfLoE6hanc
What We Do in the Shadows,5/1/2015,9:30 PM,5/1/2015,10:56 PM,False,http://cinema.cornell.edu/Spring2015/what_we_do_in_the_shadows.html,,http://www.youtube.com/watch?v=Cv568AzZ-i8
Pelican Dreams,5/2/2015,7:15 PM,5/2/2015,8:35 PM,False,http://cinema.cornell.edu/Spring2015/pelican_dreams.html,,http://vimeo.com/102655510
What We Do in the Shadows,5/2/2015,9:15 PM,5/2/2015,10:41 PM,False,http://cinema.cornell.edu/Spring2015/what_we_do_in_the_shadows.html,,http://www.youtube.com/watch?v=Cv568AzZ-i8
Pelican Dreams,5/3/2015,4:30 PM,5/3/2015,5:50 PM,False,http://cinema.cornell.edu/Spring2015/pelican_dreams.html,,http://vimeo.com/102655510
Birdman,5/3/2015,7:00 PM,5/3/2015,8:59 PM,False,http://cinema.cornell.edu/Spring2015/birdman(may).html,,http://www.youtube.com/watch?v=uJfLoE6hanc
Trainwreck,5/6/2015,8:00 PM,5/6/2015,10:02 PM,False,http://cinema.cornell.edu/Spring2015/trainwreck.html,,http://www.youtube.com/watch?v=y_KP9x80Z9Q
Big Hero 6,5/8/2015,7:15 PM,5/8/2015,8:57 PM,False,http://cinema.cornell.edu/Spring2015/big_hero_6(may).html,,http://www.youtube.com/watch?v=z3biFxZIJOQ
Monty Python and the Holy Grail,5/8/2015,9:30 PM,5/8/2015,11:00 PM,False,Http://cinema.cornell.edu/Spring2015/monty_python_and_the_holy.html,,http://www.youtube.com/watch?v=qT41Yz7qxSo
Big Hero 6,5/9/2015,7:15 PM,5/9/2015,8:57 PM,False,http://cinema.cornell.edu/Spring2015/big_hero_6(may).html,,http://www.youtube.com/watch?v=z3biFxZIJOQ
Birdman,5/9/2015,9:30 PM,5/9/2015,11:29 PM,False,http://cinema.cornell.edu/Spring2015/birdman(may).html,,http://www.youtube.com/watch?v=uJfLoE6hanc
The Cut,5/10/2015,7:00 PM,5/10/2015,9:18 PM,False,http://cinema.cornell.edu/Spring2015/cut.html,,https://www.youtube.com/watch?v=qA7j6zvApPI
Monty Python and the Holy Grail,5/13/2015,7:30 PM,5/13/2015,9:00 PM,False,http://cinema.cornell.edu/Spring2015/monty_python_and_the_holy.html,,http://www.youtube.com/watch?v=qT41Yz7qxSo
Kingsman: The Secret Service,5/14/2015,7:00 PM,5/14/2015,9:09 PM,False,http://cinema.cornell.edu/Spring2015/kingsman_the_secret_service.html,,http://www.youtube.com/watch?v=EG9XuyeyAuU
Monty Python and the Holy Grail,5/14/2015,9:45 PM,5/14/2015,11:15 PM,False,Http://cinema.cornell.edu/Spring2015/monty_python_and_the_holy.html,,http://www.youtube.com/watch?v=qT41Yz7qxSo
Big Hero 6,5/15/2015,7:15 PM,5/15/2015,8:57 PM,False,http://cinema.cornell.edu/Spring2015/big_hero_6(may).html,,http://www.youtube.com/watch?v=z3biFxZIJOQ
Kingsman: The Secret Service,5/15/2015,9:30 PM,5/15/2015,11:39 PM,False,http://cinema.cornell.edu/Spring2015/kingsman_the_secret_service.html,,http://www.youtube.com/watch?v=EG9XuyeyAuU
Kingsman: The Secret Service,5/16/2015,7:00 PM,5/16/2015,9:09 PM,False,http://cinema.cornell.edu/Spring2015/kingsman_the_secret_service.html,,http://www.youtube.com/watch?v=EG9XuyeyAuU
Monty Python and the Holy Grail,5/16/2015,9:45 PM,5/16/2015,11:15 PM,False,Http://cinema.cornell.edu/Spring2015/monty_python_and_the_holy.html,,http://www.youtube.com/watch?v=qT41Yz7qxSo
