Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location,Trailer
Rams,4/17/2016,4:30 PM,4/17/2016,6:03 PM,False,http://cinema.cornell.edu/Spring2016/rams.html,,http://www.youtube.com/watch?v=PWVmUVAdi5Y
Carol,4/17/2016,7:00 PM,4/17/2016,8:58 PM,False,http://cinema.cornell.edu/Spring2016/carol.html,,http://www.youtube.com/watch?v=H4z7Px68ywk
Jeanne Dielman,4/19/2016,7:00 PM,4/19/2016,10:18 PM,False,http://cinema.cornell.edu/Spring2016/jeanne_dielman.html,,http://www.youtube.com/watch?v=QY59Ph2L0N0
The Lanthanide Series,4/20/2016,7:00 PM,4/20/2016,8:10 PM,False,http://cinema.cornell.edu/Spring2016/lanthanide_series.html,,http://www.youtube.com/watch?v=TkOBqk8Fumk
Aferim!,4/21/2016,7:00 PM,4/21/2016,8:48 PM,False,http://cinema.cornell.edu/Spring2016/aferim.html,,http://www.youtube.com/watch?v=mmTYOY_jQWc
Star Wars: The Force Awakens,4/21/2016,9:20 PM,4/21/2016,11:35 PM,False,http://cinema.cornell.edu/Spring2016/star_wars_the_force_awak.html,,http://www.youtube.com/watch?v=sGbxmsDFVnE
Troublemakers: The Story of Land Art,4/22/2016,7:00 PM,4/22/2016,8:12 PM,False,http://cinema.cornell.edu/Spring2016/troublemakers_the_story.html,,http://www.youtube.com/watch?v=yD5IurD7CJI
Star Wars: The Force Awakens,4/22/2016,8:45 PM,4/22/2016,11:00 PM,False,http://cinema.cornell.edu/Spring2016/star_wars_the_force_awak.html,,http://www.youtube.com/watch?v=sGbxmsDFVnE
Aferim!,4/23/2016,7:00 PM,4/23/2016,8:48 PM,False,http://cinema.cornell.edu/Spring2016/aferim.html,,http://www.youtube.com/watch?v=mmTYOY_jQWc
Star Wars: The Force Awakens,4/23/2016,9:20 PM,4/23/2016,11:35 PM,False,http://cinema.cornell.edu/Spring2016/star_wars_the_force_awak.html,,http://www.youtube.com/watch?v=sGbxmsDFVnE
