Bonnie and Clyde,10/30/13,7:00 PM,10/30/13,8:51 PM,False,http://cinema.cornell.edu/Fall2013/bonnie_and_clyde.html,,http://www.youtube.com/watch?v=3ACCpXaA-MU
Ghostbusters,10/30/13,9:30 PM,10/30/13,11:15 PM,False,http://cinema.cornell.edu/Fall2013/ghostbusters.html,,http://www.youtube.com/watch?v=cyRqR56aCKc
The Hands of Orlac,10/31/13,8:00 PM,10/31/13,9:50 PM,False,http://cinema.cornell.edu/Fall2013/hands_of_orlac.html,Sage Chapel ,http://www.youtube.com/watch?v=6RwYXaTN_CY
From Here to Eternity,11/01/13,7:00 PM,11/01/13,8:58 PM,False,http://cinema.cornell.edu/Fall2013/from_here_to_eternity.html,,http://www.youtube.com/watch?v=Yup3rl2yK8A
Diller Scofidio + Renfro: Reimagining Lincoln Center and the High Line,11/01/13,9:15 PM,11/01/13,10:09 PM,False,http://cinema.cornell.edu/Fall2013/diller_scofidio__renfro.html,Cinemapolis (downtown),http://www.youtube.com/watch?v=BdhFhzL_Rv8
Ghostbusters,11/01/13,9:30 PM,11/01/13,11:15 PM,False,http://cinema.cornell.edu/Fall2013/ghostbusters.html,,http://www.youtube.com/watch?v=cyRqR56aCKc
Despicable Me 2,11/02/13,2:00 PM,11/02/13,3:38 PM,False,http://cinema.cornell.edu/Fall2013/despicable_me_2.html,,http://www.youtube.com/watch?v=HwXbtZXjbVE
The Swimmer,11/02/13,7:15 PM,11/02/13,8:50 PM,False,http://cinema.cornell.edu/Fall2013/swimmer.html,,http://www.youtube.com/watch?v=yIegoQAayFs
Pacific Rim,11/02/13,9:20 PM,11/02/13,11:31 PM,False,http://cinema.cornell.edu/Fall2013/pacific_rim.html,,http://www.youtube.com/watch?v=5guMumPFBag
Despicable Me 2,11/03/13,4:30 PM,11/03/13,6:08 PM,False,http://cinema.cornell.edu/Fall2013/despicable_me_2.html,,http://www.youtube.com/watch?v=HwXbtZXjbVE
Pacific Rim,11/03/13,7:15 PM,11/03/13,9:26 PM,False,http://cinema.cornell.edu/Fall2013/pacific_rim.html,,http://www.youtube.com/watch?v=5guMumPFBag
Diller Scofidio + Renfro: Reimagining Lincoln Center and the High Line,11/05/13,7:15 PM,11/05/13,8:09 PM,False,http://cinema.cornell.edu/Fall2013/diller_scofidio__renfro_.html,,http://www.youtube.com/watch?v=BdhFhzL_Rv8
Manhattan,11/06/13,7:00 PM,11/06/13,8:36 PM,False,http://cinema.cornell.edu/Fall2013/manhattan.html,,http://www.youtube.com/watch?v=coRPXgQLeyU
Sweet Smell of Success,11/06/13,9:15 PM,11/06/13,11:11 PM,False,http://cinema.cornell.edu/Fall2013/sweet_smell_of_success.html,,http://www.youtube.com/watch?v=ZtE8r-VTsPY
Israel: A Home Movie,11/07/13,7:00 PM,11/07/13,8:40 PM,False,http://cinema.cornell.edu/Fall2013/israel_a_home_movie.html,,http://vimeo.com/70769165
Pacific Rim,11/07/13,9:30 PM,11/07/13,11:41 PM,False,http://cinema.cornell.edu/Fall2013/pacific_rim.html,,http://www.youtube.com/watch?v=5guMumPFBag
The General,11/08/13,7:30 PM,11/08/13,8:52 PM,False,http://cinema.cornell.edu/Fall2013/general.html,,http://www.youtube.com/watch?v=99TdN8W6EAA
Blood Simple,11/08/13,9:45 PM,11/08/13,11:22 PM,False,http://cinema.cornell.edu/Fall2013/blood_simple.html,,http://www.youtube.com/watch?v=vI0ov8zzfQA
See the World Animated: Shorts from Children s Film Festival Seattle 2013,11/09/13,2:00 PM,11/09/13,3:07 PM,False,http://cinema.cornell.edu/Fall2013/see_the_world_animated_s.html,,http://www.youtube.com/watch?v=xGzifU0d0r8
He Who Gets Slapped,11/09/13,7:15 PM,11/09/13,8:50 PM,False,http://cinema.cornell.edu/Fall2013/he_who_gets_slapped.html,,http://www.youtube.com/watch?v=_5EuOYaQcAw#at=11
Manhattan,11/09/13,9:45 PM,11/09/13,11:21 PM,False,http://cinema.cornell.edu/Fall2013/manhattan.html,,http://www.youtube.com/watch?v=s-ZPOJY0mQQ
Once Upon a Time in Anatolia,11/10/13,4:15 PM,11/10/13,6:45 PM,False,http://cinema.cornell.edu/Fall2013/once_upon_a_time_in_anat.html,,http://www.youtube.com/watch?v=4jKgHqU1jrs
Blood Simple,11/10/13,7:15 PM,11/10/13,8:52 PM,False,http://cinema.cornell.edu/Fall2013/blood_simple.html,,http://www.youtube.com/watch?v=vI0ov8zzfQA
The Gettysburg Story,11/12/13,8:00 PM,11/12/13,9:00 PM,False,http://cinema.cornell.edu/Fall2013/the_gettysburg_story.html,,http://www.youtube.com/watch?v=WfihJ1S2cC0
Videodrome,11/13/13,7:00 PM,11/13/13,8:30 PM,False,http://cinema.cornell.edu/Fall2013/videodrome.html,,http://www.youtube.com/watch?v=UFHey3utk0I
Fargo,11/13/13,9:00 PM,11/13/13,10:37 PM,False,http://cinema.cornell.edu/Fall2013/fargo.html,,http://www.youtube.com/watch?v=EB4PmbfG4bw
The Act of Killing,11/14/13,7:00 PM,11/14/13,8:55 PM,False,http://cinema.cornell.edu/Fall2013/act_of_killing.html,,http://www.youtube.com/watch?v=SD5oMxbMcHM
Alien - Director s Cut,11/14/13,9:30 PM,11/14/13,11:26 PM,False,http://cinema.cornell.edu/Fall2013/alien__directors_cut.html,,http://www.youtube.com/watch?v=LjLamj-b0I8
Cine-concert,11/15/13,7:15 PM,11/15/13,8:15 PM,False,http://cinema.cornell.edu/Fall2013/cineconcert.html,,
Fargo,11/15/13,9:30 PM,11/15/13,11:07 PM,False,http://cinema.cornell.edu/Fall2013/fargo.html,,http://www.youtube.com/watch?v=EB4PmbfG4bw
Kiki’s Delivery Service,11/16/13,2:00 PM,11/16/13,3:43 PM,False,http://cinema.cornell.edu/Fall2013/kikis_delivery_service.html,,http://www.youtube.com/watch?v=piIdiZ44zzU
Heavy Metal,11/16/13,5:00 PM,11/16/13,6:30 PM,False,http://cinema.cornell.edu/Fall2013/heavy_metal.html,,http://www.youtube.com/watch?v=B_MzWF8YLhY
Dead and Buried,11/16/13,7:30 PM,11/16/13,9:04 PM,False,http://cinema.cornell.edu/Fall2013/dead_and_buried.html,,http://www.youtube.com/watch?v=itzcuQyl8fg
Invaders from Mars,11/16/13,10:00 PM,11/16/13,11:40 PM,False,http://cinema.cornell.edu/Fall2013/invaders_from_mars.html,,http://www.youtube.com/watch?v=b3ombiYYKZU
Lifeforce,11/17/13,2:00 PM,11/17/13,3:56 PM,False,http://cinema.cornell.edu/Fall2013/lifeforce.html,,http://www.youtube.com/watch?v=Apv3ATSokIQ
Return of the Living Dead,11/17/13,4:30 PM,11/17/13,6:01 PM,False,http://cinema.cornell.edu/Fall2013/return_of_the_living_dea.html,,http://www.youtube.com/watch?v=GkhCAV3wmIU
"O Brother, Where Art Thou?",11/17/13,7:15 PM,11/17/13,9:01 PM,False,http://cinema.cornell.edu/Fall2013/o_brother_where_art_thou.html,,http://www.youtube.com/watch?v=I1C2gCXo4Gs
Lincoln,11/19/13,7:00 PM,11/19/13,9:30 PM,False,http://cinema.cornell.edu/Fall2013/lincoln.html,,http://www.youtube.com/watch?v=qiSAbAuLhqs
Killer of Sheep,11/20/13,7:00 PM,11/20/13,8:23 PM,False,http://cinema.cornell.edu/Fall2013/killer_of_sheep.html,,http://www.youtube.com/watch?v=-nXw-8MXhVE
"O Brother, Where Art Thou?",11/20/13,9:00 PM,11/20/13,10:46 PM,False,http://cinema.cornell.edu/Fall2013/o_brother_where_art_thou.html,,http://www.youtube.com/watch?v=I1C2gCXo4Gs
The Big Lebowski,12/04/13,7:00 PM,12/04/13,9:07 PM,False,http://cinema.cornell.edu/Fall2013/big_lebowski.html,,http://www.youtube.com/watch?v=cd-go0oBF4Y
Powerdove,12/05/13,7:30 PM,12/05/13,9:30 PM,False,http://cinema.cornell.edu/Fall2013/powerdove.html,,
Elysium,12/06/13,7:00 PM,12/06/13,8:49 PM,False,http://cinema.cornell.edu/Fall2013/elysium.html,,http://www.youtube.com/watch?v=oIBtePb-dGY
The Big Lebowski,12/06/13,9:30 PM,12/06/13,11:37 PM,False,http://cinema.cornell.edu/Fall2013/big_lebowski.html,,http://www.youtube.com/watch?v=cd-go0oBF4Y
Safety Last,12/07/13,2:00 PM,12/07/13,3:14 PM,False,http://cinema.cornell.edu/Fall2013/safety_last.html,,http://www.youtube.com/watch?v=rhNtSU8ubf0
The Grandmaster,12/07/13,7:00 PM,12/07/13,9:10 PM,False,http://cinema.cornell.edu/Fall2013/grandmaster.html,,http://www.youtube.com/watch?v=uC5amKLgnFU
Elysium,12/07/13,9:45 PM,12/07/13,11:34 PM,False,http://cinema.cornell.edu/Fall2013/elysium.html,,http://www.youtube.com/watch?v=oIBtePb-dGY
Safety Last,12/08/13,4:30 PM,12/08/13,5:44 PM,False,http://cinema.cornell.edu/Fall2013/safety_last.html,,http://www.youtube.com/watch?v=rhNtSU8ubf0
The Grandmaster,12/08/13,7:15 PM,12/08/13,9:45 PM,False,http://cinema.cornell.edu/Fall2013/grandmaster.html,,http://www.youtube.com/watch?v=uC5amKLgnFU
Elysium,12/09/13,7:30 PM,12/09/13,9:19 PM,False,http://cinema.cornell.edu/Fall2013/elysium.html,,http://www.youtube.com/watch?v=oIBtePb-dGY
The Big Lebowski,12/10/13,7:30 PM,12/10/13,9:37 PM,False,http://cinema.cornell.edu/Fall2013/big_lebowski.html,,http://www.youtube.com/watch?v=cd-go0oBF4Y
Rush,12/11/13,7:30 PM,12/11/13,9:32 PM,False,http://cinema.cornell.edu/Fall2013/rush.html,,http://www.youtube.com/watch?v=lzNbGH1oZJc
In a World…,12/12/13,7:15 PM,12/10/13,8:48 PM,False,http://cinema.cornell.edu/Fall2013/in_a_world.html,,http://www.youtube.com/watch?v=bZHBjLFu5is
The Grandmaster,12/12/13,9:30 PM,12/12/13,11:40 PM,False,http://cinema.cornell.edu/Fall2013/grandmaster.html,,http://www.youtube.com/watch?v=uC5amKLgnFU
In a World…,12/13/13,7:15 PM,12/13/13,8:48 PM,False,http://cinema.cornell.edu/Fall2013/in_a_world.html,,http://www.youtube.com/watch?v=bZHBjLFu5is
Rush,12/13/13,9:30 PM,12/13/13,11:32 PM,False,http://cinema.cornell.edu/Fall2013/rush.html,,http://www.youtube.com/watch?v=lzNbGH1oZJc
Painting,12/14/13,2:00 PM,12/14/13,3:14 PM,False,http://cinema.cornell.edu/Fall2013/painting.html,,http://www.youtube.com/watch?v=bZHBjLFu5is
In a World…,12/14/13,7:15 PM,12/14/13,8:48 PM,False,http://cinema.cornell.edu/Fall2013/in_a_world.html,,http://www.youtube.com/watch?v=CjP54lV8qFI
Rush,12/14/13,9:30 PM,12/14/13,11:32 PM,False,http://cinema.cornell.edu/Fall2013/rush.html,,http://www.youtube.com/watch?v=lzNbGH1oZJc
