2/3/2017	2001: A Space Odyssey	9:25		Stanley Kubrick	Keir Dullea, Gary Lockwood	The film that defined science fiction was released over 40 years ago but it still packs a wallop. "With music and mind-blowing visuals, Stanley Kubrick created a wildly popular avant-garde film that asked all of the biggest questions--without venturing any easy answers.” (salon.com) If you haven’t seen it on the big screen, you haven’t seen it. 	1968	Yes	2	19	USA	no					DCP
2/4/2017	Eagle Huntress, The	2:00		Otto Bell	Aisholpan Nurgaiv	The Eagle Huntress follows Aisholpan, a 13-year-old girl, as she trains to become the first female in twelve generations of her Kazakh family to become an eagle hunter, and rises to the pinnacle of a tradition that has been handed down from father to son for centuries. Recommended for ages 8+	2016	Yes	1	27	UK/Mongolia/USA	no			Yes	theeaglehuntress.com/site/	DCP
2/4/2017	2001: A Space Odyssey	6:45		Stanley Kubrick	Keir Dullea, Gary Lockwood	The film that defined science fiction was released over 40 years ago but it still packs a wallop. "With music and mind-blowing visuals, Stanley Kubrick created a wildly popular avant-garde film that asked all of the biggest questions--without venturing any easy answers.” (salon.com) If you haven’t seen it on the big screen, you haven’t seen it. 	1968	Yes	2	19	USA	no					DCP
2/4/2017	Handmaiden, The	9:35		Chan-wook Park	Min-hee Kim, Jung-woo Ha, Jin-woong Jo	1930s Korea, in the period of Japanese occupation, a new girl is hired as a handmaiden to a Japanese heiress who lives a secluded life on a large countryside estate with her domineering Uncle. But the maid has a secret. She is a pickpocket recruited by a swindler posing as a Japanese Count to help him seduce the Lady to elope with him, rob her of her fortune, and lock her up in a madhouse. The plan seems to proceed accordingly until the two women discover some unexpected emotions.	2016	Yes	2	24	South Korea	no			Yes	handmaidenmovie.com	DCP 'Scope
2/5/2017	Eagle Huntress, The	4:30		Otto Bell	Aisholpan Nurgaiv	The Eagle Huntress follows Aisholpan, a 13-year-old girl, as she trains to become the first female in twelve generations of her Kazakh family to become an eagle hunter, and rises to the pinnacle of a tradition that has been handed down from father to son for centuries. Recommended for ages 8+	2016	Yes	1	27	UK/Mongolia/USA	no			Yes	theeaglehuntress.com/site/	DCP
2/5/2017	Handmaiden, The	7:00		Chan-wook Park	Min-hee Kim, Jung-woo Ha, Jin-woong Jo	1930s Korea, in the period of Japanese occupation, a new girl is hired as a handmaiden to a Japanese heiress who lives a secluded life on a large countryside estate with her domineering Uncle. But the maid has a secret. She is a pickpocket recruited by a swindler posing as a Japanese Count to help him seduce the Lady to elope with him, rob her of her fortune, and lock her up in a madhouse. The plan seems to proceed accordingly until the two women discover some unexpected emotions.	2016	Yes	2	24	South Korea	no			Yes	handmaidenmovie.com	DCP 'Scope
2/6/2017	Tower	7:00		Keith Maitland	Violett Beane, Louie Arnette, Blair Jackson	In 1966 a sniper climbed into the University of Texas Tower and shot 49 people, killing 16 in America’s first school mass-shooting. The day is recreated through rotoscoped animation as in Richard Linklater’s Waking Life.  “Through the recollections of witnesses and victims, [Tower] simultaneously builds a present-tense narrative while portraying the terrifying resilience of memory and trauma.” (Village Voice)	2016	Yes	1	36	USA	no				kinolorber.com/tower	DCP
2/7/2017	Command and Control	7:00		Robert Kenner		The documentary reveals the long-hidden story of a deadly accident at a Titan II missile complex in Damascus, Arkansas in 1980. Woven through the Damascus story is a riveting history of America’s nuclear weapons program, from World War II through the Cold War, much of it based on recently declassified documents. 	2016	Yes	1	32	USA	yes				commandandcontrolfilm.com	DCP
2/7/2017	Get Out	9:15		 Jordan Peele 	 Allison Williams, Lakeith Stanfield, Catherine Keener 	Now that Chris and his girlfriend Rose have reached the meet-the-parents milestone of dating, she invites him for a weekend getaway upstate with her parents. At first, Chris reads the family’s overly accommodating behavior as nervous attempts to deal with their daughter’s interracial relationship, but as the weekend progresses, a series of increasingly disturbing discoveries lead him to a truth that he could have never imagined. 	2017	Yes			USA	yes			No	getoutfilm.com/	DCP 'Scope
2/8/2017	I Am Not Your Negro	7:00		Raoul Peck	Samuel L. Jackson (narrator)	Focusing on a never-finished testimony by James Baldwin centered on the assassinations of Medgar Evers, Malcolm X, and Martin Luther King, Jr., Raoul Peck’s “spiritual documentary…[is] a kaleidoscopic and transporting 90 minutes living inside James Baldwin’s mind.” (Variety) “…a cinematic séance, and one of the best movies about the civil rights era ever made.” (The Guardian)	2017	Yes	1	35	USA/France/Belgium	yes				magpictures.com	DCP
2/9/2017	Battle of Algiers	7:00		Gillo Pontecorvo	Jean Martin, Yacef Saadi, Brahim Haggiag	A stirring pseudo-documentary about the Algerian revolution against the imperialist French, this showing commemorates the 50th anniversary of Algerian independence. The film treatment was written by an Algerian National Liberation Front (FLN) leader while in a French prison, who upon his release produced the film. With a compelling score by Ennio Morricone and remarkable footage shot in the labyrinthine lanes of the Casbah and on the streets of Algiers, the film was nominated for numerous Academy Awards and won the Grand Prize at the Venice Film Festival.  	1966	No	2	3	Italy	no			Yes	rialtopictures.com	35mm
2/9/2017	Fantastic Beasts and Where to Find Them	9:35		David Yates	Eddie Redmayne, Katherine Waterson, Colin Farrell	The year is 1926 and Newt Scamander has just completed a global excursion to find and document an extraordinary array of magical creatures. Arriving in New York for a brief stopover, he might have come and gone without incident were it not for a No-Maj (American for Muggle) named Jacob, a misplaced magical briefcase, and the escape of some of Newt’s fantastic beasts, which could spell trouble for both the wizarding and No-Maj worlds.	2016	Yes	2	13	UK/USA	no				fantasticbeasts.com	DCP 'Scope
2/10/2017	Oscar Shorts: Live Action	7:00										yes			0	-133.5	0
2/10/2017	Oscar Shorts: Animation	9:35										yes			0	-186.5	0
2/11/2017	20,000 Leagues Under the Sea	2:00		Richard Fleischer	Kirk Douglas, James Mason, Peter Lorre	Adapted from Jules Verne’s novel, this late Nineteenth Century-set tale is a thrilling journey to the deepest depths of the ocean! Sailors have returned to port with stories of a vicious narwhal which sinks their ships. A naturalist (Paul Lukas), his assistant (Peter Lorre), and a professional whaler (Kirk Douglas), join an US expedition which attempts to unravel the mystery, running into the cantankerous Captain Nemo (James Mason) along the way. Recommended for ages 8+	1954	Yes	2	7	USA	no					35mm 'Scope
2/11/2017	Fantastic Beasts and Where to Find Them	7:00		David Yates	Eddie Redmayne, Katherine Waterson, Colin Farrell	The year is 1926 and Newt Scamander has just completed a global excursion to find and document an extraordinary array of magical creatures. Arriving in New York for a brief stopover, he might have come and gone without incident were it not for a No-Maj (American for Muggle) named Jacob, a misplaced magical briefcase, and the escape of some of Newt’s fantastic beasts, which could spell trouble for both the wizarding and No-Maj worlds.	2016	Yes	2	13	UK/USA	no				fantasticbeasts.com	DCP 'Scope
2/11/2017	Oscar Shorts: Animation	9:45										yes			0	-186.5	0
2/12/2017	Oscar Shorts: Live Action	1:45										yes			0	-133.5	0
2/12/2017	Oscar Shorts: Animation	4:30										yes			0	-186.5	0
2/12/2017	Battle of Algiers	7:00		Gillo Pontecorvo	Jean Martin, Yacef Saadi, Brahim Haggiag	A stirring pseudo-documentary about the Algerian revolution against the imperialist French, this showing commemorates the 50th anniversary of Algerian independence. The film treatment was written by an Algerian National Liberation Front (FLN) leader while in a French prison, who upon his release produced the film. With a compelling score by Ennio Morricone and remarkable footage shot in the labyrinthine lanes of the Casbah and on the streets of Algiers, the film was nominated for numerous Academy Awards and won the Grand Prize at the Venice Film Festival.  	1966	No	2	3	Italy	no			Yes	rialtopictures.com	35mm
2/13/2017	Streit’s Matzo and the American Dream	7:15		Michael Levine	Elissa Sampson	Since 1925 the Streit’s matzo factory has sat in a low-slung tenement building on Manhattan’s Lower East Side. While other matzo companies have modernized, Streit’s remained a piece of living history, churning out 40 percent of the nation’s unleavened bread on pre-War machinery as old as the factory itself. Sponsored by the Jewish Studies Program.	2016	Yes	1	23	USA	yes			No	matzofilm.com	DCP
2/14/2017	Amelie 	7:00		Jean-Pierre Jeunet	Audrey Tautou, Mathieu Kassovitz	Jeunet’s talent for whimsy, on display in his earlier work with Marc Caro (The City of Lost Children, Delicatessen), comes into its own in this story of a fetching young lady who changes, in ways small and large, the lives of her Montmartre friends and neighbors. Doors open at 7:15 so patrons can take advantage of a free on-site photo booth, listen to French music, eat French bread & fromage, and frolic! French attire is encouraged!	2002	Yes	2	1	France	no			Yes		BluRay
2/15/2017	Collegetown	2:00		Hugo Genes	Brian Lederman, M.J. Geier, Hugo Genes	Collegetown illuminates the social and financial situations that determine choices made by debt-ridden U.S. college students. 	2015	Yes	1	16	USA	no				collegetownfilm.com	
2/15/2017	Collegetown	5:00		Hugo Genes	Brian Lederman, M.J. Geier, Hugo Genes	Collegetown illuminates the social and financial situations that determine choices made by debt-ridden U.S. college students. 	2015	Yes	1	16	USA	no				collegetownfilm.com	
2/15/2017	Wanderers, The	7:00		Philip Kaufman	Ken Wahl, Karen Allen, John Friedrich	Based on the acclaimed first novel by Richard Price ‘71, The Wanderers follows the exploits of the titular Italian-American gang in the Bronx at the end of the Kennedy administration, just before the country underwent profound change. Featuring a jukebox full of golden oldies and a young cast of up and comers!	1979	Yes	1	57	USA	no			No	kinolorber.com/film/thewanderers	DCP
2/16/2017	I Am Not Madame Bovary	7:00		Xiaogang Feng	Bingbing Fan, Wei Fan, Chengpeng Dong	One woman pitches herself against the ranks of Chinese bureaucracy in a ten- year campaign to restore her honor. Feng combines populist humor with a painterly mise-en-scene. “It's like an odd storybook you'd find in the attic and have trouble putting down—the more quixotic Lian's journey becomes, the more you want her to see it through to the bitter end.” (Village Voice) 		Yes	2	8	China	no			Yes	wellgousa.com/theatrical/i-am-not-madame-bovary	
2/16/2017	Doctor Strange	9:40		Scott Derrickson	Benedict Cumberbatch, Tilda Swinton, Chiwetel Eijiofor, Mads Mikkelson	A former neurosurgeon embarks on a journey of healing only to be drawn into the mind-bending world of the mystic arts. The latest crowdpleaser from the Marvel Industrial Complex!	2016	Yes	1	55	USA	no			No	marvel.com/doctorstrange	DCP 'Scope
2/17/2017	The Night Of	5:00		Steven Zaillian	John Turturro, Riz Ahmed	From creators Steven Zaillian and Cornell Alum and writer Richard Price ‘71, The Night Of is a Golden Globe nominated limited HBO TV series that delves into the intricate story of a fictitious murder case in New York City. Series producer Scott Ferguson ‘82 will present two episodes from the mid-part of the series.	2016	Yes	2	0	USA	no				hbo.com/the-night-of	Digital Projection
2/17/2017	All The Way	8:00		Jay Roach	Bryan Cranston, Bradley Whitford, Anthony Mackie	“Adapted by [Cornell alum] Robert Schenkkan from his own play, [the film] follows LBJ for the year after JFK’s assassination. It focuses on two events: LBJ’s push for the historic Civil Rights Act, which pits him directly against his fellow Dixiecrat politicians, and his re-election, which is almost undermined by those Dixiecrats and the civil rights movement he is trying to support.” (Detroit News) Bryan Cranston won a Tony award for his portrayal of LBJ on Broadway, and may very well win an Emmy for this HBO adaptation.	2016	Yes	2	12	USA	no				hbo.com/movies/all-the-way	BluRay
2/18/2017	Moana	2:00		Ron Clements, John Musker	Auli'i Cravalho, Dwayne Johnson, Rachel House 	In Ancient Polynesia, when a terrible curse incurred by Maui (Dwayne Johnson) reaches an impetuous Chieftain's daughter's island, she answers the Ocean's call to seek out the demigod to set things right. Featuring music by Hamilton’s Lin-Manuel Miranda! Recommended for ages 6+	2016	Yes	1	43	USA	no			No	movies.disney.com/moana	DCP 'Scope
2/18/2017	I Am Not Madame Bovary	7:00		Xiaogang Feng	Bingbing Fan, Wei Fan, Chengpeng Dong	One woman pitches herself against the ranks of Chinese bureaucracy in a ten- year campaign to restore her honor. Feng combines populist humor with a painterly mise-en-scene. “It's like an odd storybook you'd find in the attic and have trouble putting down—the more quixotic Lian's journey becomes, the more you want her to see it through to the bitter end.” (Village Voice) 		Yes	2	8	China	no			Yes	wellgousa.com/theatrical/i-am-not-madame-bovary	
2/18/2017	Doctor Strange	9:40		Scott Derrickson	Benedict Cumberbatch, Tilda Swinton, Chiwetel Eijiofor, Mads Mikkelson	A former neurosurgeon embarks on a journey of healing only to be drawn into the mind-bending world of the mystic arts. The latest crowdpleaser from the Marvel Industrial Complex!	2016	Yes	1	55	USA	no			No	marvel.com/doctorstrange	DCP 'Scope
2/19/2017	Moana	4:30		Ron Clements, John Musker	Auli'i Cravalho, Dwayne Johnson, Rachel House 	In Ancient Polynesia, when a terrible curse incurred by Maui (Dwayne Johnson) reaches an impetuous Chieftain's daughter's island, she answers the Ocean's call to seek out the demigod to set things right. Featuring music by Hamilton’s Lin-Manuel Miranda! Recommended for ages 6+	2016	Yes	1	43	USA	no			No	movies.disney.com/moana	DCP 'Scope
2/19/2017	Doctor Strange	7:00		Scott Derrickson	Benedict Cumberbatch, Tilda Swinton, Chiwetel Eijiofor, Mads Mikkelson	A former neurosurgeon embarks on a journey of healing only to be drawn into the mind-bending world of the mystic arts. The latest crowdpleaser from the Marvel Industrial Complex!	2016	Yes	1	55	USA	no			No	marvel.com/doctorstrange	DCP 'Scope
2/21/2017	Oscar Shorts: Documentary	7:00										yes			0	-80.5	0
2/22/2017	Great Dictator, The	7:00		Charlie Chaplin	Charlie Chaplin, Paulette Goddard, Jack Oakie	Charlie Chaplin’s first talking picture is a farce in which he abandons the Tramp character that made him famous in favor of Hynkel, a caricature of Adolf Hitler. Chaplin uses his natural resemblance to Hitler as an opportunity to deflate the tyranny of Nazi Germany with deft comic absurdism.  Nominated for five Oscars. Cosponsored with the Jewish Studies Program.	1940	No	2	3	USA	no				janusfilms.com/chaplin	35mm
2/23/2017	Godfather, The	6:45		Francis Ford Coppola	Marlon Brando, Al Pacino, James Caan	A landmark in American cinema, Coppola’s epic of the Corleone family celebrated its 40th anniversary in 2012 and remains as powerful as ever. In part one we learn that Michael Corleone (Al Pacino) is a graduate of Dartmouth College, class of ‘42, where he met his unsuspecting wife, Kay (Diane Keaton). Ranked one of the best American Movies of All Time by the American Film Institute. 	1972	Yes	2	52	USA	no			No		Digital Projection
2/23/2017	Evolution	10:00		Lucile Hadzihalilovic	Max Brebant, Roxane Duran, Julie-Marie Parmentier 	Nicolas lives in a remote seaside village populated only by boys his age and adult women. But when he makes a disturbing discovery beneath the ocean waves—a dead boy with a red starfish on his stomach—Nicolas begins to question everything about his existence. Like what awaits the boys when they are all suddenly confined to a hospital?	2016	Yes	1	21	France	no			Yes	ifcfilms.com/films/evolution	DCP 'Scope
2/24/2017	Evolution	7:00		Lucile Hadzihalilovic	Max Brebant, Roxane Duran, Julie-Marie Parmentier 	Nicolas lives in a remote seaside village populated only by boys his age and adult women. But when he makes a disturbing discovery beneath the ocean waves—a dead boy with a red starfish on his stomach—Nicolas begins to question everything about his existence. Like what awaits the boys when they are all suddenly confined to a hospital?	2016	Yes	1	21	France	no			Yes	ifcfilms.com/films/evolution	DCP 'Scope
2/24/2017	Godfather II, The	8:45		Francis Ford Coppola	Al Pacino, Robert DeNiro	The second installment of Coppola’s legendary Godfather Trilogy   further develops the theme of the corruption of the American dream and is just as compelling as the first. 35mm	1975	Yes	3	20	USA	no					
2/25/2017	So This is Paris	7:15		Ernst Lubitsch 	Lilyan Tashman, Patsy Ruth Miller, Monte Blue	“Ernst Lubitsch’s silent comedy from 1926 showed what a German émigré could teach Hollywood about sex! It stars the vivacious actresses Lilyan Tashman and Patsy Ruth Miller as pleasure-seekers whose attentions stray to each other’s husband.” (Film Forum) The film features a wild party that includes the first ever choreographed dance scene to appear in a film with partygoers doing, what else, the Charleston!	1926	No	1	20	USA	no					35mm
2/26/2017	Godfather, The	1:00		Francis Ford Coppola	Marlon Brando, Al Pacino, James Caan	A landmark in American cinema, Coppola’s epic of the Corleone family celebrated its 40th anniversary in 2012 and remains as powerful as ever. In part one we learn that Michael Corleone (Al Pacino) is a graduate of Dartmouth College, class of ‘42, where he met his unsuspecting wife, Kay (Diane Keaton). Ranked one of the best American Movies of All Time by the American Film Institute. 	1972	Yes	2	52	USA	no			No		Digital Projection
2/26/2017	Godfather II, The	4:30		Francis Ford Coppola	Al Pacino, Robert DeNiro	The second installment of Coppola’s legendary Godfather Trilogy   further develops the theme of the corruption of the American dream and is just as compelling as the first. 35mm	1975	Yes	3	20	USA	no					
2/28/2017	It	7:00		Clarence G. Badger	Clara Bow, Antonio Moreno, Elinor Glyn	This sassy silent comedy about a working class flapper who wins the boss’s son established Clara Bow as a sex symbol for the Jazz Age.  She plays an alarmingly vivacious department store salesgirl who falls for her boss and steals him from his society girlfriend with a night of Coney Island fun—a tale of working-class triumph that thrilled the masses.Print has musical soundtrack.	1927	No	1	12	USA	no					35mm
2/28/2017	The Gold Digger of 1933	8:30		Mervyn Le Roy	Warren William, Joan Blondell, Ginger Rogers, Ruby Keeler	A fantastic Busby Berkeley musical about young women who try to beat the Depression by finding rich husbands.	1933	No	1	36	USA	no					35mm
3/1/2017	Skin I Live In, The 	7:00		Pedro Almodovar	Antonio Banderas, Elena Anaya, Marisa Paredes	Spanish master Pedro Almodovar brings his signature blend of erotic wit, seductive style and perverse cinephilia to yet another classic movie genre: the horror film. In place of the mad scientist and monstrous creature Skin features a cool, dangerous Antonio Banderas developing an experimental synthetic skin with the help of a beautiful, mysterious captive played by Elena Anaya. 	2011	Yes	1	57	Spain	no			Yes	sonyclassics.com/theskinilivein	35mm
3/2/2017	Don’t Call Me Son	7:00		Anna Muylaert	Dani Nefussi, Naomi Nero, Daniel Botelho	Brazil’s Muylaert (The Second Mother) returns with an “endearingly performed story of a cross-dressing teenage boy who finds out he was stolen at birth, and is then forced to move in with his wealthy biological parents.” (Hollywood Reporter) “The turmoil of adolescence is plumbed with wit and compassion… newcomer Naomi Nero defies expectations as a broodingly intense, potentially volcanic six-footer in stiletto heels.” (Film Forum)	2106	Yes	1	22	Brazil	no			Yes	zeitgeistfilms.com/film/dontcallmeson	DCP
3/2/2017	Delicatessen	9:00		Jean-Pierre Jeunet & Marc Caro	Dominique Pinon, Marie Dougnac	The setting is France after the final world war and in this time of dire food shortage, mankind’s main source of nutrition has become.... well, mankind.  From the folks who gave you the off-kilter world of The City of Lost Children.	1991	Yes	1	35	France	no			Yes	rialtopictures.com	DCP
3/3/2017	CatVideoFest	7:00										yes			0	-133.5	0
3/3/2017	Dr. Strangelove	9:00		Stanley Kubrick	Peter Sellers, George C. Scott	A dark parody of the Cold War and the paranoia that came with it, Dr. Strangelove is one of Kubrick’s best and most famous films, with outstanding performances by Peter Sellers. Shown in a stunning 4K Digital restoration--the best the film has ever looked!	1963	No	1	33	USA	no					DCP
3/4/2017	CatVideoFest	2:00										yes			0	-133.5	0
3/4/2017	Delicatessen	7:00		Jean-Pierre Jeunet & Marc Caro	Dominique Pinon, Marie Dougnac	The setting is France after the final world war and in this time of dire food shortage, mankind’s main source of nutrition has become.... well, mankind.  From the folks who gave you the off-kilter world of The City of Lost Children.	1991	Yes	1	35	France	no			Yes	rialtopictures.com	DCP
3/4/2017	Dr. Strangelove	9:15		Stanley Kubrick	Peter Sellers, George C. Scott	A dark parody of the Cold War and the paranoia that came with it, Dr. Strangelove is one of Kubrick’s best and most famous films, with outstanding performances by Peter Sellers. Shown in a stunning 4K Digital restoration--the best the film has ever looked!	1963	No	1	33	USA	no					DCP
3/5/2017	Don’t Call Me Son	4:30		Anna Muylaert	Dani Nefussi, Naomi Nero, Daniel Botelho	Brazil’s Muylaert (The Second Mother) returns with an “endearingly performed story of a cross-dressing teenage boy who finds out he was stolen at birth, and is then forced to move in with his wealthy biological parents.” (Hollywood Reporter) “The turmoil of adolescence is plumbed with wit and compassion… newcomer Naomi Nero defies expectations as a broodingly intense, potentially volcanic six-footer in stiletto heels.” (Film Forum)	2106	Yes	1	22	Brazil	no			Yes	zeitgeistfilms.com/film/dontcallmeson	DCP
3/5/2017	Under the Skin	7:00		Jonathan Glazer	Scarlett Johansson, Jeremy McWilliams	A mysterious woman (Scarlett Johansson) seduces lonely men in the evening hours in Scotland. Events lead her to begin a process of self-discovery.	2014	Yes	1	48	UK	no			No		DCP
3/07/2017	Tale of Love and Darkness	7:00		Natalie Portman	Natalie Portman, Shira Haas, Mor Cohen	This adaptation of Amos Oz’s memoirs, one of Israel’s most lauded writers, is set against the backdrop of the end of the British Mandate for Palestine and the early years of the State of Israel. The film details the young man's relationship with his mother (Natalie Portman) and his beginnings as a writer, while looking at what happens when the stories we tell become the stories we live.	2015	Yes	1	35	Israel, USA	no			Yes	focusfeatures.com/loveanddarkness	DCP 'Scope
3/8/2017	Gabriel Over the White House	7:00		Gregory La Cava	Walter Huston, Karen Morley, Franchot Tone '27	This political satire stars Walter Huston as a newly elected President who shakes off the influence of his party to become a visionary leader.	1933	No	1	27	USA	no					35mm
3/8/2017	Face of Another, The	9:00		Hiroshi Teshigahara	Tatsuya Nakadai	After being disfigured in an industrial accident and estranged from his family and friends, Okuyama agrees to his psychiatrist's radical experiment: a face transplant, created from the mold of a stranger. As Okuyama is thus further alienated from the world around him, he finds himself giving in to his darker temptations. With unforgettable imagery, Teshigahara's film explores both the limits and freedom in acquiring a new persona, and questions the notion of individuality itself.	1966	No	2	4	Japan	no			Yes	janusfilms.com/films/1221	35mm
3/9/2017	Being 17	7:00		André Téchiné	Sandrine Kiberlain, Kacey Mottet Klein, Corentin Fila	Two boys who loathe one another suddenly end up living under one roof. Director/writer Téchiné (Wild Reeds) teams up with co-writer Sciamma (Girlhood) to depict “the awakening of gay adolescent desire and self-knowledge in this drama set in the French Pyrenees… an ultra-naturalistic slice of rocky adolescent life that combines violence and sensuality, wrenching loss and tender discovery.” (Hollywood Reporter)	2016	Yes	1	56	France	no			Yes	strandreleasing.com/films/being-17	DCP
3/9/2017	City of Lost Children, The	9:35		Jean-Pierre Jeunet and Marc Caro	Ron Perlman, Daniel Emilfork, Judith Vittet	This bizarre adult fairy tale by the directors of Delicatessen is set in a grungy future where a whacked-out inventor steals children’s dreams. Featuring a cast of freaks—six identical court jester clones, a gang of cyclopses, a talking brain, and a pair of evil Siamese twins, among others—this film is sure to tickle the absurdist in everyone. In French and Cantonese.	1995	Yes	1	51	France/Germany/Spain	no			Yes		35mm
3/10/2017	Jackie	7:00		Pablo Larraín	Natalie Portman, John Hurt, Peter Sarsgaard 	“Extraordinary in its piercing intimacy and lacerating in its sorrow…” (Hollywood Reporter) Jackie is a shattering portrayal of Jackie Kennedy in the days just after her husband’s assassination.  “Portman flutters like a sail in a brisk wind. She is scattered, tense, wrecked and compellingly defiant in the face of those who would have her act a certain way.” (Time Out)	2016	Yes	1	40	Chile/France/USA	no				foxsearchlight.com/jackie	DCP
3/10/2017	18th Animation Show of Shows	9:15										yes			0	-186.5	0
3/11/2017	18th Animation Show of Shows	2:00										yes			0	-186.5	0
